Date,Account,Amount,AccountNum
2022-06-10,6605 Churchwide Social Events,-22.95,6605
2022-06-10,9061 Contract Services,-16.19,9061
2022-06-10,6366 Covenant fund lunch program,-60.2,6366
2022-06-10,6366 Covenant fund lunch program,-9.88,6366
2022-06-10,6366 Covenant fund lunch program,-51.98,6366
2022-06-10,6366 Covenant fund lunch program,-144.24,6366
2022-06-10,6065 Special Worship,-57.61,6065
2022-06-10,6366 Covenant fund lunch program,-170.72,6366
2022-06-10,6366 Covenant fund lunch program,-162.19,6366
2022-06-10,6366 Covenant fund lunch program,-174.34,6366
2022-06-10,6366 Covenant fund lunch program,-10.89,6366
2022-06-10,7110 Supplies/Materials (Maint.),-15.8,7110
2022-06-10,5057 Business & Auto Expense APA,-20.0,5057
2022-06-10,7120 Operation/Maintenance,-26.87,7120
2022-06-10,7105 Supplies/Food (Maint.),-59.98,7105
2022-06-10,7110 Supplies/Materials (Maint.),-21.0,7110
2022-06-10,5015 Retirement Sr. Pastor,-992.1,5015
2022-06-10,5019 Disability Life,-106.3,5019
2022-06-10,5057 Business & Auto Expense APA,-10.53,5057
2022-06-10,5057 Business & Auto Expense APA,-8.0,5057
2022-06-10,6322 Minister Discretionary (Carlson),-10.0,6322
2022-06-10,5057 Business & Auto Expense APA,-22.0,5057
2022-06-10,6322 Minister Discretionary (Carlson),-30.0,6322
2022-06-10,5057 Business & Auto Expense APA,-35.84,5057
2022-06-10,5057 Business & Auto Expense APA,-77.35,5057
2022-06-10,5057 Business & Auto Expense APA,-12.07,5057
2022-06-10,6322 Minister Discretionary (Carlson),-10.79,6322
2022-06-10,5057 Business & Auto Expense APA,-5.18,5057
2022-06-10,6450 Small Groups,-14.99,6450
2022-06-10,5057 Business & Auto Expense APA,-64.24,5057
2022-06-13,6310 Local Concerns,-306.73,6310
2022-06-13,6310 Local Concerns,-2500.0,6310
2022-06-13,8015 Insurance,-4780.55,8015
2022-06-13,4001 Classis Assessments,428.88,4001
2022-06-13,4010 Current Year Pledges,670.0,4010
2022-06-13,4012 Non Pledge Contributions,97.0,4012
2022-06-13,4013 Vespers Offering,75.0,4013
2022-06-13,4017 Special Offering,35.0,4017
2022-06-13,4010 Current Year Pledges,2441.75,4010
2022-06-13,4023 Online Giving Fee,9.75,4023
2022-06-13,4012 Non Pledge Contributions,50.0,4012
2022-06-13,4013 Vespers Offering,10.0,4013
2022-06-15,5014 Medical Sr. Pastor,-64.53,5014
2022-06-15,5054 Medical  APA,-64.53,5054
2022-06-15,5005 Medical Administration,-32.26,5005
2022-06-15,9015 Copier-Cannon/Rent & Maintenance,-643.0,9015
2022-06-15,9015 Copier-Cannon/Rent & Maintenance,-53.96,9015
2022-06-15,4055 Flower Income,-1265.0,4055
2022-06-15,4062 Covenant Income,1265.0,4062
2022-06-15,4044 Birch Income,5471.75,4044
2022-06-15,4001 Classis Assessments,542.04,4001
2022-06-15,4010 Current Year Pledges,510.0,4010
2022-06-15,4022 Wednesday Lunch Offering,179.79,4022
2022-06-15,4017 Special Offering,100.0,4017
2022-06-15,8022 Finance Charge Online Giving,-42.2,8022
2022-06-15,6075 Vespers,200.0,6075
2022-06-16,6076 Flowers Expenses,1265.0,6076
2022-06-16,5055 Retirement APA,-813.0,5055
2022-06-16,5035 Retirement Maintenance,-203.44,5035
2022-06-16,5004 Retirement Administration,-166.64,5004
2022-06-16,9123 Retirement Communication Specialist,-132.0,9123
2022-06-16,5035 Retirement Maintenance,-95.16,5035
2022-06-16,5034 Medical Maintenance,-563.56,5034
2022-06-16,5005 Medical Administration,-886.19,5005
2022-06-16,5005 Medical Administration,-322.63,5005
2022-06-20,4046 Fidelity UPC Mission Fund,31000.0,4046
2022-06-21,4043 Schermerhorn Income,150000.0,4043
2022-06-21,8035 Payroll Processing,-131.66,8035
2022-06-21,8015 Insurance,-2460.76,8015
2022-06-21,9060 Telephone & Internet,-765.0,9060
2022-06-22,8005 Audit and Consulting,-150.0,8005
2022-06-22,4010 Current Year Pledges,2233.0,4010
2022-06-22,4012 Non Pledge Contributions,230.0,4012
2022-06-22,4013 Vespers Offering,36.0,4013
2022-06-23,6115 Curriculum Church School,-73.54,6115
2022-06-23,6145 Special Youth Service,-63.0,6145
2022-06-23,6150 Supplies/Food Church School,-54.41,6150
2022-06-23,6150 Supplies/Food Church School,-113.05,6150
2022-06-23,6150 Supplies/Food Church School,-28.45,6150
2022-06-23,6150 Supplies/Food Church School,-22.49,6150
2022-06-23,6150 Supplies/Food Church School,-12.49,6150
2022-06-23,6150 Supplies/Food Church School,-1.59,6150
2022-06-23,6520 Supplies/Materials (Support & Care),-3.0,6520
2022-06-23,6520 Supplies/Materials (Support & Care),-11.6,6520
2022-06-23,6520 Supplies/Materials (Support & Care),-5.4,6520
2022-06-23,4022 Wednesday Lunch Offering,86.0,4022
2022-06-24,6077 Audio Sound Expenses,-396.0,6077
2022-06-24,6077 Audio Sound Expenses,-166.36,6077
2022-06-24,6077 Audio Sound Expenses,-53.56,6077
2022-06-24,6077 Audio Sound Expenses,-78.62,6077
2022-06-24,6077 Audio Sound Expenses,-209.0,6077
2022-06-24,6077 Audio Sound Expenses,-2499.0,6077
2022-06-24,6351 Approved Covenant Programs,-12500.0,6351
2022-06-24,6351 Approved Covenant Programs,-8000.0,6351
2022-06-24,6351 Approved Covenant Programs,-10800.0,6351
2022-06-27,5017 Business & Auto Expense Sr. Pastor,-17.94,5017
2022-06-27,5017 Business & Auto Expense Sr. Pastor,-27.23,5017
2022-06-27,5011 Continuing Ed Sr. Pastor,-339.0,5011
2022-06-27,9040 Postage,-300.0,9040
2022-06-27,7080 Repairs/Maint 10N Church,-4475.0,7080
2022-06-27,5014 Medical Sr. Pastor,-1548.74,5014
2022-06-27,8015 Insurance,-100.44,8015
2022-06-27,6410 Devotional Literature,-19.08,6410
2022-06-27,5054 Medical  APA,-1837.1,5054
2022-06-27,4053 Misc Income,13.0,4053
2022-06-27,5013 Wages Sr. Pastor,-2213.08,5013
2022-06-27,5018 Housing Sr. Pastor,-1361.03,5018
2022-06-27,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-06-27,5053 Wages APA,-2073.43,5053
2022-06-27,5058 Housing Expense APA,-1352.56,5058
2022-06-27,5056 Social Security Offset APA,-209.81,5056
2022-06-27,6373 Wages Mission Coordinator,-692.55,6373
2022-06-27,5003 Wages Administration,-2806.34,5003
2022-06-27,5043 Wages Music,-2295.77,5043
2022-06-27,9121 Wages Communication Specialist,-1666.0,9121
2022-06-27,5033 Wages Maintenance,-3760.99,5033
2022-06-27,6075 Vespers,-300.0,6075
2022-06-27,9007 Audio Visual Contract Services,-1500.0,9007
2022-06-27,8025 NYS Unemployment Insurance,-79.25,8025
2022-06-27,6374 FICA Mission Cordinator,-52.98,6374
2022-06-27,5002 FICA Administration,-208.8,5002
2022-06-27,9122 FICA Communication Specialist,-127.45,9122
2022-06-27,5042 FICA Music,-175.64,5042
2022-06-27,5032 FICA Maintenance,-285.55,5032
2022-06-27,4001 Classis Assessments,107.22,4001
2022-06-27,4010 Current Year Pledges,2262.0,4010
2022-06-27,4012 Non Pledge Contributions,209.0,4012
2022-06-27,4013 Vespers Offering,6.0,4013
2022-06-27,4021 Charitable Distributions,250.0,4021
2022-06-27,7051 Solar Energy 10 N Church,-5.24,7051
2022-06-27,7053 Solar 8 N Church,-133.72,7053
2022-06-27,7052 Solar 12 N Church,-57.58,7052
2022-06-27,7054 Solar Parking Lot,-2.84,7054
2022-06-28,4010 Current Year Pledges,4687.67,4010
2022-06-28,4013 Vespers Offering,50.0,4013
2022-06-28,4021 Charitable Distributions,5240.57,4021
2022-06-28,4017 Special Offering,100.0,4017
2022-06-28,4052 Facility Use Income,50.0,4052
2022-06-28,4010 Current Year Pledges,-4687.67,4010
2022-06-28,4013 Vespers Offering,-50.0,4013
2022-06-28,4021 Charitable Distributions,-5240.57,4021
2022-06-28,4017 Special Offering,-100.0,4017
2022-06-28,4010 Current Year Pledges,2187.67,4010
2022-06-28,4013 Vespers Offering,50.0,4013
2022-06-28,4021 Charitable Distributions,7740.57,4021
2022-06-28,4017 Special Offering,100.0,4017
2022-06-29,7010 Electricity 10N Church,-46.37,7010
2022-06-29,7015 Electricity 12N Church,-398.94,7015
2022-06-29,7045 Fuel 12N Church,-56.04,7045
2022-06-29,7020 Electricity 8N Church,-520.47,7020
2022-06-29,7050 Fuel 8N Church,-128.07,7050
2022-06-29,7040 Fuel 10N Church,-31.47,7040
2022-06-29,6160 Supplies/Materials Kinderwyk,-123.14,6160
2022-06-29,8022 Finance Charge Online Giving,-19.53,8022
2022-06-30,7075 Regular Services,-380.95,7075
2022-06-30,4053 Misc Income,3.08,4053
2022-06-30,4053 Misc Income,0.18,4053
2022-06-30,4053 Misc Income,0.18,4053
2022-06-30,8035 Payroll Processing,100.0,8035
2022-07-01,5051 Continuing Ed Assoc. Pastor,-300.0,5051
2022-07-01,7075 Regular Services,-84.0,7075
2022-07-01,6620 Supplies Hospitality,-10.79,6620
2022-07-01,4054 Rental Income,1150.0,4054
2022-07-01,4010 Current Year Pledges,1851.38,4010
2022-07-01,4023 Online Giving Fee,4.41,4023
2022-07-01,4013 Vespers Offering,20.0,4013
2022-07-01,7075 Regular Services,9.29,7075
2022-07-05,4010 Current Year Pledges,1316.0,4010
2022-07-05,4012 Non Pledge Contributions,78.0,4012
2022-07-05,4013 Vespers Offering,64.0,4013
2022-07-05,4017 Special Offering,125.0,4017
2022-07-06,4022 Wednesday Lunch Offering,127.0,4022
2022-07-06,4017 Special Offering,50.0,4017
2022-07-06,4052 Facility Use Income,275.0,4052
2022-07-07,7025 Electricity Parking Lot,-75.48,7025
2022-07-07,4053 Misc Income,20.0,4053
2022-07-07,4010 Current Year Pledges,900.0,4010
2022-07-07,4022 Wednesday Lunch Offering,160.8,4022
2022-07-08,4010 Current Year Pledges,3446.0,4010
2022-07-08,4012 Non Pledge Contributions,35.0,4012
2022-07-08,4013 Vespers Offering,20.0,4013
2022-07-08,8035 Payroll Processing,-119.36,8035
2022-07-11,5015 Retirement Sr. Pastor,-992.1,5015
2022-07-11,5019 Disability Life,-106.3,5019
2022-07-13,6065 Special Worship,-250.0,6065
2022-07-13,4053 Misc Income,11.7,4053
2022-07-13,5013 Wages Sr. Pastor,-2213.08,5013
2022-07-13,5018 Housing Sr. Pastor,-1361.03,5018
2022-07-13,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-07-13,5053 Wages APA,-2073.43,5053
2022-07-13,5058 Housing Expense APA,-1352.56,5058
2022-07-13,5056 Social Security Offset APA,-209.81,5056
2022-07-13,6373 Wages Mission Coordinator,-464.8,6373
2022-07-13,5003 Wages Administration,-2859.23,5003
2022-07-13,5043 Wages Music,-1682.78,5043
2022-07-13,9121 Wages Communication Specialist,-1666.0,9121
2022-07-13,5033 Wages Maintenance,-3760.99,5033
2022-07-13,6075 Vespers,-700.0,6075
2022-07-13,9007 Audio Visual Contract Services,-400.0,9007
2022-07-13,8025 NYS Unemployment Insurance,-59.0,8025
2022-07-13,5057 Business & Auto Expense APA,-300.0,5057
2022-07-13,6374 FICA Mission Cordinator,-35.56,6374
2022-07-13,5002 FICA Administration,-212.85,5002
2022-07-13,9122 FICA Communication Specialist,-127.45,9122
2022-07-13,5042 FICA Music,-128.74,5042
2022-07-13,5032 FICA Maintenance,-285.55,5032
2022-07-13,4010 Current Year Pledges,1210.0,4010
2022-07-13,4012 Non Pledge Contributions,500.0,4012
2022-07-13,4013 Vespers Offering,50.0,4013
2022-07-13,4017 Special Offering,250.0,4017
2022-07-15,6078 Audio Sound project/Video Streaming,-8115.8,6078
2022-07-15,6078 Audio Sound project/Video Streaming,-2828.6,6078
2022-07-15,6076 Flowers Expenses,-80.0,6076
2022-07-15,7085 Repairs/Maint 12N Church,-230.0,7085
2022-07-15,6075 Vespers,100.0,6075
2022-07-15,8015 Insurance,-204.3,8015
2022-07-15,7075 Regular Services,-406.79,7075
2022-07-15,4010 Current Year Pledges,50.0,4010
2022-07-15,4026 Audio Sound Project,104.0,4026
2022-07-15,8035 Payroll Processing,100.0,8035
2022-07-18,8022 Finance Charge Online Giving,-41.8,8022
2022-07-18,5014 Medical Sr. Pastor,-64.53,5014
2022-07-18,5054 Medical  APA,-64.53,5054
2022-07-18,5005 Medical Administration,-32.26,5005
2022-07-18,9123 Retirement Communication Specialist,-132.0,9123
2022-07-18,5035 Retirement Maintenance,-203.44,5035
2022-07-18,5035 Retirement Maintenance,-95.16,5035
2022-07-18,5004 Retirement Administration,-166.64,5004
2022-07-18,5055 Retirement APA,-813.0,5055
2022-07-18,9005 Internet/comp. repair,-127.94,9005
2022-07-18,9015 Copier-Cannon/Rent & Maintenance,-643.0,9015
2022-07-18,9015 Copier-Cannon/Rent & Maintenance,-53.96,9015
2022-07-18,5034 Medical Maintenance,-563.56,5034
2022-07-18,5005 Medical Administration,-886.19,5005
2022-07-18,7110 Supplies/Materials (Maint.),-55.39,7110
2022-07-18,7110 Supplies/Materials (Maint.),-71.91,7110
2022-07-18,6366 Covenant fund lunch program,-76.75,6366
2022-07-18,6605 Churchwide Social Events,-153.41,6605
2022-07-18,6605 Churchwide Social Events,-16.2,6605
2022-07-18,6605 Churchwide Social Events,-119.34,6605
2022-07-18,6366 Covenant fund lunch program,-126.07,6366
2022-07-18,6366 Covenant fund lunch program,-99.36,6366
2022-07-18,6366 Covenant fund lunch program,-66.65,6366
2022-07-18,6366 Covenant fund lunch program,-151.24,6366
2022-07-18,6366 Covenant fund lunch program,-8.63,6366
2022-07-18,6366 Covenant fund lunch program,-51.8,6366
2022-07-18,6065 Special Worship,-24.57,6065
2022-07-18,6366 Covenant fund lunch program,-159.97,6366
2022-07-18,6366 Covenant fund lunch program,-138.0,6366
2022-07-18,6065 Special Worship,-5.99,6065
2022-07-18,6366 Covenant fund lunch program,-149.69,6366
2022-07-18,4010 Current Year Pledges,1788.33,4010
2022-07-18,4012 Non Pledge Contributions,35.0,4012
2022-07-18,4013 Vespers Offering,93.0,4013
2022-07-18,9020 Equipment,-106.5,9020
2022-07-18,9114 Volunteer needs,-35.59,9114
2022-07-18,9010 Consistory Expense,-32.4,9010
2022-07-18,9010 Consistory Expense,32.4,9010
2022-07-18,9025 Office Supplies,-90.76,9025
2022-07-18,9025 Office Supplies,-31.98,9025
2022-07-18,9115 Paper,-69.4,9115
2022-07-18,9025 Office Supplies,-171.21,9025
2022-07-18,9061 Contract Services,-16.19,9061
2022-07-18,6319 Minister Discretionary Sr. Minister,-99.9,6319
2022-07-18,6405 Books (Library),-14.99,6405
2022-07-18,9015 Copier-Cannon/Rent & Maintenance,-13.99,9015
2022-07-18,9015 Copier-Cannon/Rent & Maintenance,-458.03,9015
2022-07-18,9061 Contract Services,-29.98,9061
2022-07-18,6620 Supplies Hospitality,-43.98,6620
2022-07-18,6366 Covenant fund lunch program,-151.2,6366
2022-07-18,6405 Books (Library),-38.99,6405
2022-07-18,9112 Website,-219.36,9112
2022-07-18,9025 Office Supplies,-37.42,9025
2022-07-18,9025 Office Supplies,-107.23,9025
2022-07-18,9035 Paper,-39.61,9035
2022-07-18,9035 Paper,-51.49,9035
2022-07-18,9025 Office Supplies,-102.61,9025
2022-07-18,9035 Paper,-64.49,9035
2022-07-18,9114 Volunteer needs,-47.46,9114
2022-07-19,4046 Fidelity UPC Mission Fund,-31000.0,4046
2022-07-19,9060 Telephone & Internet,-216.01,9060
2022-07-20,8025 NYS Unemployment Insurance,-252.71,8025
2022-07-20,5054 Medical  APA,-1837.1,5054
2022-07-20,5057 Business & Auto Expense APA,-8.0,5057
2022-07-20,5057 Business & Auto Expense APA,-10.53,5057
2022-07-20,5057 Business & Auto Expense APA,-2.25,5057
2022-07-20,5057 Business & Auto Expense APA,-7.5,5057
2022-07-20,5057 Business & Auto Expense APA,-24.79,5057
2022-07-20,5057 Business & Auto Expense APA,-6.36,5057
2022-07-20,5057 Business & Auto Expense APA,-2.99,5057
2022-07-20,5057 Business & Auto Expense APA,-11.0,5057
2022-07-20,5057 Business & Auto Expense APA,-35.0,5057
2022-07-20,5057 Business & Auto Expense APA,-11.0,5057
2022-07-20,5057 Business & Auto Expense APA,-46.0,5057
2022-07-20,5057 Business & Auto Expense APA,-11.62,5057
2022-07-20,5057 Business & Auto Expense APA,-26.0,5057
2022-07-20,5057 Business & Auto Expense APA,-11.2,5057
2022-07-20,5057 Business & Auto Expense APA,-9.0,5057
2022-07-20,5057 Business & Auto Expense APA,-11.0,5057
2022-07-20,5057 Business & Auto Expense APA,-3.25,5057
2022-07-20,5057 Business & Auto Expense APA,-4.5,5057
2022-07-20,5057 Business & Auto Expense APA,-7.07,5057
2022-07-20,5057 Business & Auto Expense APA,-155.68,5057
2022-07-20,5057 Business & Auto Expense APA,-9.5,5057
2022-07-20,5057 Business & Auto Expense APA,-3.5,5057
2022-07-20,5057 Business & Auto Expense APA,-9.5,5057
2022-07-20,5057 Business & Auto Expense APA,-11.0,5057
2022-07-20,6450 Small Groups,-14.99,6450
2022-07-20,5057 Business & Auto Expense APA,-5.18,5057
2022-07-20,9010 Consistory Expense,-211.0,9010
2022-07-20,9010 Consistory Expense,-19.59,9010
2022-07-20,9010 Consistory Expense,-147.6,9010
2022-07-20,9010 Consistory Expense,9.6,9010
2022-07-20,6322 Minister Discretionary (Carlson),-22.36,6322
2022-07-20,4053 Misc Income,10.0,4053
2022-07-20,4052 Facility Use Income,100.0,4052
2022-07-22,7075 Regular Services,-330.0,7075
2022-07-22,8015 Insurance,-2437.53,8015
2022-07-22,4022 Wednesday Lunch Offering,108.0,4022
2022-07-25,4010 Current Year Pledges,2857.0,4010
2022-07-25,4012 Non Pledge Contributions,84.0,4012
2022-07-25,4013 Vespers Offering,38.0,4013
2022-07-25,8035 Payroll Processing,-252.0,8035
2022-07-25,9005 Internet/comp. repair,-69.41,9005
2022-07-26,8020 Misc Finance,-88.94,8020
2022-07-27,5014 Medical Sr. Pastor,-1548.74,5014
2022-07-27,7010 Electricity 10N Church,-57.08,7010
2022-07-27,7015 Electricity 12N Church,-491.55,7015
2022-07-27,7045 Fuel 12N Church,-48.45,7045
2022-07-27,7020 Electricity 8N Church,-947.9,7020
2022-07-27,7050 Fuel 8N Church,-113.18,7050
2022-07-27,7040 Fuel 10N Church,-30.3,7040
2022-07-27,4010 Current Year Pledges,851.67,4010
2022-07-28,4053 Misc Income,11.7,4053
2022-07-28,5013 Wages Sr. Pastor,-2213.08,5013
2022-07-28,5018 Housing Sr. Pastor,-1361.03,5018
2022-07-28,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-07-28,5053 Wages APA,-2073.43,5053
2022-07-28,5058 Housing Expense APA,-1352.56,5058
2022-07-28,5056 Social Security Offset APA,-209.81,5056
2022-07-28,6373 Wages Mission Coordinator,-464.8,6373
2022-07-28,5003 Wages Administration,-2809.01,5003
2022-07-28,5043 Wages Music,-1682.78,5043
2022-07-28,9121 Wages Communication Specialist,-1666.0,9121
2022-07-28,5033 Wages Maintenance,-3760.99,5033
2022-07-28,6075 Vespers,-300.0,6075
2022-07-28,9007 Audio Visual Contract Services,-400.0,9007
2022-07-28,8025 NYS Unemployment Insurance,-38.75,8025
2022-07-28,6505 Honorariums,-250.0,6505
2022-07-28,6374 FICA Mission Cordinator,-35.56,6374
2022-07-28,5002 FICA Administration,-209.0,5002
2022-07-28,9122 FICA Communication Specialist,-127.45,9122
2022-07-28,5042 FICA Music,-128.74,5042
2022-07-28,5032 FICA Maintenance,-285.55,5032
2022-07-29,4017 Special Offering,100.0,4017
2022-07-29,4013 Vespers Offering,50.0,4013
2022-07-29,4022 Wednesday Lunch Offering,161.0,4022
2022-07-29,8022 Finance Charge Online Giving,-13.46,8022
2022-07-29,4053 Misc Income,3.95,4053
2022-07-29,4053 Misc Income,0.19,4053
2022-07-29,4010 Current Year Pledges,700.0,4010
2022-08-01,7115 Taxes & Water,-745.16,7115
2022-08-01,7075 Regular Services,-326.0,7075
2022-08-01,7085 Repairs/Maint 12N Church,-343.75,7085
2022-08-01,5017 Business & Auto Expense Sr. Pastor,-25.0,5017
2022-08-01,5017 Business & Auto Expense Sr. Pastor,-3.12,5017
2022-08-01,5017 Business & Auto Expense Sr. Pastor,-18.13,5017
2022-08-01,5017 Business & Auto Expense Sr. Pastor,-6.48,5017
2022-08-01,5017 Business & Auto Expense Sr. Pastor,-23.12,5017
2022-08-01,5011 Continuing Ed Sr. Pastor,-55.0,5011
2022-08-01,6807 Supplies,-84.73,6807
2022-08-01,4010 Current Year Pledges,1160.0,4010
2022-08-01,4017 Special Offering,50.0,4017
2022-08-01,4010 Current Year Pledges,3037.0,4010
2022-08-01,4012 Non Pledge Contributions,122.0,4012
2022-08-01,4013 Vespers Offering,19.0,4013
2022-08-03,9015 Copier-Cannon/Rent & Maintenance,-10.0,9015
2022-08-03,9005 Internet/comp. repair,127.94,9005
2022-08-03,9060 Telephone & Internet,467.83,9060
2022-08-03,7025 Electricity Parking Lot,-75.76,7025
2022-08-05,9060 Telephone & Internet,-216.01,9060
2022-08-05,4010 Current Year Pledges,660.0,4010
2022-08-05,4013 Vespers Offering,50.0,4013
2022-08-05,4022 Wednesday Lunch Offering,120.1,4022
2022-08-08,4054 Rental Income,1150.0,4054
2022-08-08,6078 Audio Sound project/Video Streaming,-110.0,6078
2022-08-08,6078 Audio Sound project/Video Streaming,-60.0,6078
2022-08-08,6078 Audio Sound project/Video Streaming,-879.0,6078
2022-08-08,4001 Classis Assessments,216.02,4001
2022-08-08,4010 Current Year Pledges,880.0,4010
2022-08-08,4010 Current Year Pledges,2892.5,4010
2022-08-08,4023 Online Giving Fee,16.44,4023
2022-08-09,8015 Insurance,-204.3,8015
2022-08-09,7035 Equipment (Maint.),-287.08,7035
2022-08-09,7110 Supplies/Materials (Maint.),-25.78,7110
2022-08-09,7110 Supplies/Materials (Maint.),-268.36,7110
2022-08-09,7105 Supplies/Food (Maint.),-25.86,7105
2022-08-09,7095 Security,-165.74,7095
2022-08-09,4010 Current Year Pledges,4991.0,4010
2022-08-09,4012 Non Pledge Contributions,25.0,4012
2022-08-09,4013 Vespers Offering,88.0,4013
2022-08-09,9060 Telephone & Internet,-127.94,9060
2022-08-10,8005 Audit and Consulting,-2500.0,8005
2022-08-11,4053 Misc Income,11.7,4053
2022-08-11,5013 Wages Sr. Pastor,-2213.08,5013
2022-08-11,5018 Housing Sr. Pastor,-1361.03,5018
2022-08-11,5016 Social Security Offset Sr. Pastor,-221.59,5016
2022-08-11,5053 Wages APA,-2073.43,5053
2022-08-11,5058 Housing Expense APA,-1352.56,5058
2022-08-11,5056 Social Security Offset APA,-209.81,5056
2022-08-11,6373 Wages Mission Coordinator,-478.74,6373
2022-08-11,5003 Wages Administration,-2709.58,5003
2022-08-11,5043 Wages Music,-1682.78,5043
2022-08-11,9121 Wages Communication Specialist,-1666.0,9121
2022-08-11,5033 Wages Maintenance,-3760.99,5033
2022-08-11,6075 Vespers,-200.0,6075
2022-08-11,8025 NYS Unemployment Insurance,-28.93,8025
2022-08-11,6374 FICA Mission Cordinator,-36.62,6374
2022-08-11,5002 FICA Administration,-201.4,5002
2022-08-11,9122 FICA Communication Specialist,-127.45,9122
2022-08-11,5042 FICA Music,-128.74,5042
2022-08-11,5032 FICA Maintenance,-285.55,5032
2022-08-12,8010 Classis Assessments,-9963.92,8010
2022-08-12,4001 Classis Assessments,200.0,4001
2022-08-12,4022 Wednesday Lunch Offering,166.64,4022
2022-08-12,6807 Supplies,-47.51,6807
2022-08-12,8035 Payroll Processing,-113.48,8035
2022-08-15,5020 Pastoral Search Expense,-83.04,5020
2022-08-15,5020 Pastoral Search Expense,-124.65,5020
2022-08-15,5020 Pastoral Search Expense,-247.47,5020
2022-08-15,5015 Retirement Sr. Pastor,-992.1,5015
2022-08-15,5019 Disability Life,-106.3,5019
2022-08-15,4010 Current Year Pledges,5817.0,4010
2022-08-15,4012 Non Pledge Contributions,79.0,4012
2022-08-15,4013 Vespers Offering,15.0,4013
2022-08-15,6405 Books (Library),-9.99,6405
2022-08-15,6405 Books (Library),-20.49,6405
2022-08-15,9061 Contract Services,-16.19,9061
2022-08-15,9061 Contract Services,-43.2,9061
2022-08-15,9015 Copier-Cannon/Rent & Maintenance,-10.0,9015
2022-08-15,6405 Books (Library),-14.99,6405
2022-08-15,6460 Supplies (Library),-22.95,6460
2022-08-15,9061 Contract Services,-29.98,9061
2022-08-15,9025 Office Supplies,-47.44,9025
2022-08-15,5017 Business & Auto Expense Sr. Pastor,-302.85,5017
2022-08-15,6405 Books (Library),-23.54,6405
2022-08-15,6405 Books (Library),-53.86,6405
2022-08-15,6065 Special Worship,-52.95,6065
2022-08-15,6065 Special Worship,-52.95,6065
2022-08-15,6065 Special Worship,-52.95,6065
2022-08-15,6366 Covenant fund lunch program,-112.41,6366
2022-08-15,6366 Covenant fund lunch program,-102.0,6366
2022-08-15,6366 Covenant fund lunch program,-49.18,6366
2022-08-15,6366 Covenant fund lunch program,-133.06,6366
2022-08-15,6366 Covenant fund lunch program,-72.57,6366
2022-08-15,6366 Covenant fund lunch program,-119.0,6366
2022-08-15,4053 Misc Income,13.5,4053
2022-08-16,7051 Solar Energy 10 N Church,-11.55,7051
2022-08-16,7053 Solar 8 N Church,-188.96,7053
2022-08-16,7052 Solar 12 N Church,-164.97,7052
2022-08-16,7054 Solar Parking Lot,-8.29,7054
2022-08-16,5055 Retirement APA,-813.0,5055
2022-08-16,5035 Retirement Maintenance,-203.44,5035
2022-08-16,5004 Retirement Administration,-166.64,5004
2022-08-16,9123 Retirement Communication Specialist,-132.0,9123
2022-08-16,5035 Retirement Maintenance,-95.16,5035
2022-08-16,4052 Facility Use Income,-150.0,4052
2022-08-16,4052 Facility Use Income,150.0,4052
2022-08-16,5014 Medical Sr. Pastor,-64.53,5014
2022-08-16,5054 Medical  APA,-64.53,5054
2022-08-16,5005 Medical Administration,-32.26,5005
2022-08-22,6078 Audio Sound project/Video Streaming,-3562.26,6078
2022-08-22,8125 Supplies Archives,-100.0,8125
2022-08-22,5057 Business & Auto Expense APA,-221.0,5057
2022-08-22,9060 Telephone & Internet,-115.03,9060
2022-08-22,9015 Copier-Cannon/Rent & Maintenance,-643.0,9015
2022-08-22,9015 Copier-Cannon/Rent & Maintenance,-53.96,9015
2022-08-22,8015 Insurance,-2414.33,8015
2022-08-22,5034 Medical Maintenance,-563.56,5034
2022-08-22,5005 Medical Administration,-886.19,5005
2022-08-22,5054 Medical  APA,-1837.1,5054
2022-08-22,4010 Current Year Pledges,570.0,4010
2022-08-22,4012 Non Pledge Contributions,41.0,4012
2022-08-22,4017 Special Offering,30.0,4017
2022-08-22,4013 Vespers Offering,91.0,4013
2022-08-22,4022 Wednesday Lunch Offering,133.0,4022
2022-08-22,4017 Special Offering,500.0,4017
2022-08-22,4052 Facility Use Income,80.0,4052
2022-08-23,4010 Current Year Pledges,1456.78,4010
2022-08-23,6515 Resources Grief Booklets,-50.0,6515
2022-08-23,5057 Business & Auto Expense APA,-10.53,5057
2022-08-23,6450 Small Groups,-14.99,6450
2022-08-23,5057 Business & Auto Expense APA,-5.18,5057
2022-08-23,5057 Business & Auto Expense APA,-8.32,5057
2022-08-24,9111 Advertising,-150.0,9111
2022-08-24,6020 Instrument Maintenance,-125.0,6020
2022-08-26,4022 Wednesday Lunch Offering,125.0,4022
2022-08-26,6078 Audio Sound project/Video Streaming,-10559.4,6078
2022-08-26,5014 Medical Sr. Pastor,-1548.74,5014
2022-08-26,7075 Regular Services,-410.26,7075
2022-08-26,7075 Regular Services,-390.5,7075
2022-08-26,8022 Finance Charge Online Giving,-35.4,8022
2022-08-26,4010 Current Year Pledges,1072.67,4010
2022-08-29,9040 Postage,-54.27,9040
